orthogroup_id	no_sequences	no_species	avg_seq_length	representative_seqid	representative_seqid_length	num_representative_hits	is_best_representative_seq	best_strata	best_strata_taxa	best_strata_total_species	best_strata_species_in_OG	best_strata_species_in_OG_proportion_total	non-strata_taxa_in_analysis	non-strata_taxa_expectedHDF_false	non-strata_taxa_expectedHDF_ambiguous	non-strata_taxa_expectedHDF_true	non-strata_taxa_expectedHDF_false_proportion	non-strata_taxa_expectedHDF_ambiguous_proportion	non-strata_taxa_expectedHDF_true_proportion	strata_nonOG_taxa_in_analysis	strata_nonOG_taxa_expectedHDF_false	strata_nonOG_taxa_expectedHDF_ambiguous	strata_nonOG_taxa_expectedHDF_true	strata_nonOG_taxa_expectedHDF_false_proportion	strata_nonOG_taxa_expectedHDF_ambiguous_proportion	strata_nonOG_taxa_expectedHDF_true_proportion	designation
OG0006235	139	104	446.28	Plexaura_kukenthali_PRUSv1___TR24334_c6_g6_i9.p1	113	133	yes	clade1	Eumetazoa	123	104	84.5500	6	0	0	6	0	0	100	10	0	6	4	0	60	40	Light-Shared
OG0006335	138	107	204.97	Hydractinia_echinata_NWAOv1___0052.31	923	136	yes	clade	Opisthokonta	129	107	82.9400	0	0	0	0	NA	NA	NA	13	11	2	0	84.6154	15.3846	0	Light-Shared
OG0006435	136	90	781.01	Orbicella_faveolata_NAPAv1___XP_020619502.1	1455	96	yes	phylum	Cnidaria	118	90	76.2700	11	3	8	0	27.2727	72.7273	0	19	17	2	0	89.4737	10.5263	0	Light-Restricted
OG0006535	135	108	242.38	Salpingoeca_rosetta_HIUSv1___XP_004987834.1	363	133	yes	clade	Opisthokonta	129	108	83.7200	0	0	0	0	NA	NA	NA	12	12	0	0	100	0	0	Light-Shared
OG0006635	133	108	276.29	Porites_compressa_KBHIv1___RNAseq.g28904.t1	402	132	yes	kingdom	Metazoa	127	108	85.0300	2	2	0	0	100	0	0	10	8	2	0	80	20	0	Light-Shared
OG0006735	132	56	256.24	Podocoryna_carnea_NANAv1___GBEH01158853.1.p1	248	95	yes	phylum	Cnidaria	118	56	47.4500	11	9	2	0	81.8182	18.1818	0	53	51	2	0	96.2264	3.77358	0	Light-Shared
OG0006835	130	109	284.79	Pocillopora_verrucosa_RSSAv1___g17555.t1	589	129	yes	kingdom	Metazoa	127	109	85.8200	2	2	0	0	100	0	0	9	9	0	0	100	0	0	Light-Shared
OG0006935	129	92	160.45	Fungia_spp_REEFv1___m4.782.m1	288	129	yes	clade	Opisthokonta	129	92	71.3100	0	0	0	0	NA	NA	NA	28	28	0	0	100	0	0	Light-Shared
OG0007035	127	104	161.57	Trichoplax_sp_H2_CRPAv1___RDD38604.1	166	117	yes	kingdom	Metazoa	127	104	81.8800	2	2	0	0	100	0	0	14	12	2	0	85.7143	14.2857	0	Light-Shared
OG0007135	125	93	264.03	Pocillopora_verrucosa_RSSAv1___g6415.t1	1397	124	yes	phylum	Cnidaria	118	93	78.8100	11	0	11	0	0	100	0	16	7	9	0	43.75	56.25	0	Light-Shared
OG0007235	124	103	210.69	Kudoa_iwatai_RSILv1___GBGI01021800.1.p1	186	122	yes	clade	Opisthokonta	129	103	79.8400	0	0	0	0	NA	NA	NA	17	17	0	0	100	0	0	Light-Shared
OG0007435	120	102	250.67	Astreopora_myriophthalma_SLJPv2___sc0000057.g0045.t1	636	118	yes	clade	Opisthokonta	129	102	79.0600	0	0	0	0	NA	NA	NA	18	16	2	0	88.8889	11.1111	0	Light-Shared
OG0007535	118	96	165.35	Calvadosia_cruxmelitensis_NANAv1___HAHC01039684.1.p1	157	109	yes	kingdom	Metazoa	127	96	75.5900	2	2	0	0	100	0	0	22	22	0	0	100	0	0	Light-Shared
OG0007635	116	103	212.84	Porites_australiensis_SLJPv1___s0230.g21.t1	69	113	yes	clade	Opisthokonta	129	103	79.8400	0	0	0	0	NA	NA	NA	17	16	1	0	94.1176	5.88235	0	Light-Shared
OG0007735	114	95	309.85	Porites_lobata_REEFv1___1719	119	62	yes	clade1	Eumetazoa	123	95	77.2300	6	0	0	6	0	0	100	19	8	2	9	42.1053	10.5263	47.3684	Light-Shared
OG0007835	111	94	168.05	Seriatopora_hystrix_REEFv1___79708	182	64	yes	phylum	Cnidaria	118	94	79.6600	11	6	5	0	54.5455	45.4545	0	15	13	2	0	86.6667	13.3333	0	Light-Shared
OG0007935	109	89	331.42	Stylissa_carteri_RSSAv1___maker-SC_scaffold79574-augustus-gene-0.8-mRNA-1	276	109	yes	clade	Opisthokonta	129	89	68.9900	0	0	0	0	NA	NA	NA	31	31	0	0	100	0	0	Light-Shared
OG0008035	107	46	303.47	Xestospongia_testudinaria_RSSAv1___augustus_masked-XT_scaffold57756-processed-gene-0.0-mRNA-1	250	91	yes	kingdom	Metazoa	127	46	36.2200	2	2	0	0	100	0	0	72	72	0	0	100	0	0	Light-Shared
OG0008135	105	92	218.95	Polypodium_hydriforme_OKUSv1___GBGH01018687.1.p1	178	95	yes	clade	Opisthokonta	129	92	71.3100	0	0	0	0	NA	NA	NA	28	28	0	0	100	0	0	Light-Shared
OG0008235	103	91	168.92	Stylophora_pistillata_GAJOv1___21968	199	102	yes	phylum	Cnidaria	118	91	77.1100	11	11	0	0	100	0	0	18	18	0	0	100	0	0	Dark-Restricted
OG0008435	98	85	319.31	Aurelia_aurita_ALTOv1___scaffold186.g11.t1	183	94	yes	phylum	Cnidaria	118	85	72.0300	11	3	6	2	27.2727	54.5455	18.1818	24	13	9	2	54.1667	37.5	8.33333	Light-Shared
OG0008635	93	83	236.49	Morbakka_virulenta_ODJPv1___scaffold6.g80.t1	318	93	yes	phylum	Cnidaria	118	83	70.3300	11	0	3	8	0	27.2727	72.7273	26	3	20	3	11.5385	76.9231	11.5385	Light-Shared
OG0008735	91	76	392.40	Platygyra_carnosus_REEFv1___52101	111	79	yes	clade1	Eumetazoa	123	76	61.7800	6	0	0	6	0	0	100	38	2	25	11	5.26316	65.7895	28.9474	Light-Shared
OG0008835	89	73	228.92	Monosiga_brevicollis_CCBMv1___XP_001744801.1	224	88	yes	clade	Opisthokonta	129	73	56.5800	0	0	0	0	NA	NA	NA	47	45	2	0	95.7447	4.25532	0	Light-Shared
OG0008935	86	59	590.57	Hydra_oligactis_GNCHv1___GHUC01029239.1.p1	141	86	yes	phylum	Cnidaria	118	59	50.0000	11	0	3	8	0	27.2727	72.7273	50	24	23	3	48	46	6	Light-Shared
OG0009035	84	56	234.46	Goniastrea_aspera_REEFv1___m3.12940.m1	459	84	yes	subclass	Hexacorallia	73	56	76.7100	50	41	9	0	82	18	0	14	14	0	0	100	0	0	Light-Shared
OG0009235	80	54	307.23	Pocillopora_acuta_KBHIv2___TS.g6656.t3	472	76	yes	kingdom	Metazoa	127	54	42.5100	2	2	0	0	100	0	0	64	64	0	0	100	0	0	Light-Shared
OG0009435	75	58	460.01	Orbicella_faveolata_NAPAv1___XP_020601562.1	649	75	yes	subclass	Hexacorallia	73	58	79.4500	50	1	37	12	2	74	24	12	12	0	0	100	0	0	Light-Shared
OG0009535	73	49	283.92	Podocoryna_carnea_NANAv1___GBEH01043194.1.p1	338	73	yes	clade	Opisthokonta	129	49	37.9800	0	0	0	0	NA	NA	NA	71	71	0	0	100	0	0	Light-Shared
OG0009635	71	27	232.35	Acropora_awi_SLJPv1___s0356.g8.t1	812	65	yes	phylum	Cnidaria	118	27	22.8800	11	0	11	0	0	100	0	82	17	65	0	20.7317	79.2683	0	Light-Shared
OG0009735	69	61	122.83	Palythoa_variabilis_PCBRv1___GCVI01094293.1.p1	110	69	yes	clade1	Eumetazoa	123	61	49.5900	6	0	0	6	0	0	100	53	13	23	17	24.5283	43.3962	32.0755	Light-Shared
OG0009835	68	44	307.94	Plexaura_kukenthali_PRUSv1___TR1942_c0_g1_i1.p1	145	40	yes	clade1	Eumetazoa	123	44	35.7700	6	0	0	6	0	0	100	70	1	45	24	1.42857	64.2857	34.2857	Light-Shared
OG0009935	66	55	369.85	Montipora_capitata_WTHIv1.1___g3112.t1	488	66	yes	subclass	Hexacorallia	73	55	75.3400	50	43	7	0	86	14	0	15	15	0	0	100	0	0	Light-Shared
OG0010035	64	57	338.75	Pocillopora_verrucosa_RSSAv1___g13310.t1	413	64	yes	class	Anthozoa	82	57	69.5100	42	4	27	11	9.52381	64.2857	26.1905	21	21	0	0	100	0	0	Light-Restricted
OG0010235	61	53	214.02	Porites_lutea_OIAUv1.1___m8.28290.m1	223	55	yes	subclass	Hexacorallia	73	53	72.6000	50	25	23	2	50	46	4	17	17	0	0	100	0	0	Light-Shared
OG0010435	58	16	154.83	Xenia_sp_CTEAv1___Xe_010649-T1	362	44	yes	phylum	Cnidaria	118	16	13.5500	11	0	11	0	0	100	0	93	5	88	0	5.37634	94.6237	0	Light-Shared
OG0010535	56	55	248.79	Montipora_foliosa_XSCSv1___transcript_HQ_E3_1_transcript16687_f3p0_997_m.887	248	54	yes	subclass	Hexacorallia	73	55	75.3400	50	2	37	11	4	74	22	15	15	0	0	100	0	0	Dark-Restricted
OG0010635	55	53	410.13	Renilla_muelleri_FLUSv1___g887.t1	817	55	yes	phylum	Cnidaria	118	53	44.9100	11	11	0	0	100	0	0	56	56	0	0	100	0	0	Light-Shared
OG0010735	54	43	286.22	Dynamena_pumila_WSRUv1___GHMC01007200.1.p1	511	54	yes	clade	Opisthokonta	129	43	33.3300	0	0	0	0	NA	NA	NA	77	14	58	5	18.1818	75.3247	6.49351	Light-Shared
OG0010835	52	50	347.62	Stylophora_pistillata_GAJOv1___19785	411	52	yes	subclass	Hexacorallia	73	50	68.4900	50	39	11	0	78	22	0	20	20	0	0	100	0	0	Dark-Restricted
OG0010935	51	45	1452.55	Platygyra_sinensis_SDTHv1___evm.model.contig_80749.2	2841	51	yes	subclass	Hexacorallia	73	45	61.6400	50	1	45	4	2	90	8	25	25	0	0	100	0	0	Light-Shared
OG0011035	50	15	351.92	Millepora_squarrosa_PRUSv1___GFGU01213406.1.p1	513	49	yes	phylum	Cnidaria	118	15	12.7100	11	0	8	3	0	72.7273	27.2727	94	6	86	2	6.38298	91.4894	2.12766	Light-Shared
OG0011135	49	30	430.96	Millepora_complanata_PRUSv1___GFGT01144955.1.p1	721	48	yes	kingdom	Metazoa	127	30	23.6200	2	2	0	0	100	0	0	88	88	0	0	100	0	0	Light-Shared
OG0011235	48	22	977.06	Porpita_porpita_YOJPv1___GHBA01032956.1.p1	1859	34	yes	phylum	Cnidaria	118	22	18.6400	11	0	0	11	0	0	100	87	0	2	85	0	2.29885	97.7011	Dark-Restricted
OG0011335	47	25	378.57	Hydra_vulgaris_MIJPv3___XP_047146570.1	644	47	yes	phylum	Cnidaria	118	25	21.1800	11	3	8	0	27.2727	72.7273	0	84	82	2	0	97.619	2.38095	0	Light-Shared
OG0011635	43	39	319.14	Stylophora_pistillata_GAJOv1___5166	403	43	yes	subclass	Hexacorallia	73	39	53.4200	50	0	1	49	0	2	98	31	26	5	0	83.871	16.129	0	Light-Shared
OG0011735	42	39	311.43	Stylophora_pistillata_GAJOv1___8841	688	42	yes	subclass	Hexacorallia	73	39	53.4200	50	0	39	11	0	78	22	31	30	1	0	96.7742	3.22581	0	Light-Shared
OG0011835	41	41	110.02	Montipora_efflorescens_SLJPv2___sc0000094.g0022.t1	123	41	yes	subclass	Hexacorallia	73	41	56.1600	50	37	13	0	74	26	0	29	29	0	0	100	0	0	Light-Restricted
OG0012335	37	29	302.76	Salpingoeca_rosetta_HIUSv1___XP_004996394.1	584	37	yes	clade	Opisthokonta	129	29	22.4800	0	0	0	0	NA	NA	NA	91	90	1	0	98.9011	1.0989	0	Light-Shared
OG0012435	36	16	199.06	Porites_astreoides_BBBMv1___28024-RA	374	34	yes	class	Anthozoa	82	16	19.5100	42	0	42	0	0	100	0	62	5	57	0	8.06452	91.9355	0	Light-Shared
OG0012635	35	29	236.54	Palythoa_variabilis_PCBRv1___GCVI01017857.1.p1	210	35	yes	clade	Opisthokonta	129	29	22.4800	0	0	0	0	NA	NA	NA	91	91	0	0	100	0	0	Light-Shared
OG0013235	31	12	578.74	Calvadosia_cruxmelitensis_NANAv1___HAHC01024575.1.p1	588	15	yes	phylum	Cnidaria	118	12	10.1600	11	0	0	11	0	0	100	97	0	0	97	0	0	100	Dark-Restricted
OG0013335	30	29	211.17	Platygyra_sinensis_SDTHv1___evm.model.contig_20197.13	90	24	yes	subclass	Hexacorallia	73	29	39.7200	50	0	0	50	0	0	100	41	10	22	9	24.3902	53.6585	21.9512	Light-Restricted
OG0013735	28	27	309.96	Astreopora_myriophthalma_SLJPv2___sc0000019.g0176.t1	329	28	yes	subclass	Hexacorallia	73	27	36.9800	50	1	23	26	2	46	52	43	43	0	0	100	0	0	Light-Restricted
OG0014135	26	26	121.73	Pocillopora_meandrina_KBHIv1___RNAseq.g7020.t1	128	25	yes	subclass	Hexacorallia	73	26	35.6100	50	20	28	2	40	56	4	44	44	0	0	100	0	0	Dark-Restricted
OG0016635	19	13	436.16	Porpita_porpita_YOJPv1___GHBA01054296.1.p1	402	18	yes	subclass	Hydroidolina	16	13	81.2500	104	0	0	104	0	0	100	3	0	0	3	0	0	100	Light-Restricted
OG0018335	16	13	185.56	Stylophora_pistillata_GAJOv1___13641	174	16	yes	order	Scleractinia	61	13	21.3100	61	4	8	49	6.55738	13.1148	80.3279	46	41	5	0	89.1304	10.8696	0	Light-Shared
OG0019435	15	12	218.53	Velella_velella_OKJPv1___GHAZ01102824.1.p1	221	15	yes	subclass	Hydroidolina	16	12	75.0000	104	0	10	94	0	9.61538	90.3846	4	2	2	0	50	50	0	Dark-Restricted
OG0020035	15	4	172.20	Plexaura_kukenthali_PRUSv1___TR43106_c7_g4_i1.p1	164	15	yes	order	Alcyonacea	7	4	57.1400	113	0	113	0	0	100	0	3	0	3	0	0	100	0	Light-Shared
OG0021135	14	5	267.36	Hydra_viridissima_99AUv1___scaffold104.g28.t1	316	14	yes	order	Anthoathecata	13	5	38.4600	107	0	3	104	0	2.80374	97.1963	8	0	8	0	0	100	0	Light-Shared
OG0021735	13	5	193.31	Xenia_sp_CTEAv1___Xe_024209-T1	121	13	yes	kingdom	Metazoa	127	5	3.9300	2	0	2	0	0	100	0	113	0	113	0	0	100	0	Light-Shared
OG0025435	11	8	181.36	Plexaura_homomalla_PRUSv1___TR3757_c0_g1_i1.p1	197	11	yes	subclass	Octocorallia	9	8	88.8800	112	5	105	2	4.46429	93.75	1.78571	0	0	0	0	NA	NA	NA	Light-Shared
OG0027535	11	4	367.91	Pocillopora_verrucosa_RSSAv1___g8620.t2	1281	11	yes	subfamily	NA	127	4	3.1400	2	0	2	0	0	100	0	114	0	114	0	0	100	0	Dark-Restricted
OG0028435	10	5	189.30	Porpita_porpita_YOJPv1___GHBA01090997.1.p1	99	10	yes	subclass	Hydroidolina	16	5	31.2500	104	0	0	104	0	0	100	11	5	6	0	45.4545	54.5455	0	Dark-Restricted
OG0036635	9	1	130.00	Xenia_sp_CTEAv1___Xe_023190-T1	187	9	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0037535	8	6	261.75	Xenia_sp_CTEAv1___Xe_020560-T1	284	8	yes	subclass	Octocorallia	9	6	66.6600	112	0	0	112	0	0	100	2	2	0	0	100	0	0	Dark-Restricted
OG0043035	8	2	712.62	Morbakka_virulenta_ODJPv1___scaffold36.g50.t1	162	8	yes	phylum	Cnidaria	118	2	1.6900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0043935	7	5	135.71	Hydra_viridissima_99AUv1___scaffold109.g40.t1	74	4	yes	kingdom	Metazoa	127	5	3.9300	2	0	0	2	0	0	100	113	0	0	113	0	0	100	Light-Shared
OG0052835	6	2	137.50	Xenia_sp_CTEAv1___Xe_025961-T1	176	6	yes	suborder	NA	37	2	5.4000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
OG0057435	6	3	173.83	Plexaura_kukenthali_PRUSv1___TR2408_c4_g1_i2.p1	198	6	yes	order	Alcyonacea	7	3	42.8500	113	0	3	110	0	2.65487	97.3451	4	4	0	0	100	0	0	Light-Restricted
OG0057635	6	4	270.83	Pocillopora_meandrina_KBHIv1___RNAseq.g16420.t1	375	6	yes	subfamily	NA	127	4	3.1400	2	0	2	0	0	100	0	114	3	111	0	2.63158	97.3684	0	Light-Shared
OG0058035	6	1	205.00	Stylophora_pistillata_GAJOv1___4595	147	4	yes	tax_id	50429	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
OG0062535	5	3	356.80	Hydra_vulgaris_MIJPv3___XP_047136554.1	587	5	yes	genus	Hydra	3	3	100.0000	117	0	117	0	0	100	0	0	0	0	0	NA	NA	NA	Light-Shared
OG0062635	5	1	127.00	Hydra_vulgaris_MIJPv3___XP_047144336.1	128	5	yes	tax_id	6087	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0065035	5	2	396.00	Scolanthus_callimorphus_CRFRv1___11250.1	388	5	yes	subfamily	NA	127	2	1.5700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0077535	4	1	112.25	Xenia_sp_CTEAv1___Xe_025509-T1	119	4	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0085935	3	3	405.00	Hydra_oligactis_GNCHv1___GHUC01004966.1.p1	398	3	yes	genus	Hydra	3	3	100.0000	117	45	70	2	38.4615	59.8291	1.7094	0	0	0	0	NA	NA	NA	Light-Restricted
OG0086035	3	2	133.00	Hydra_vulgaris_MIJPv3___XP_012562824.1	136	3	yes	genus	Hydra	3	2	66.6600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0091735	3	3	120.00	Renilla_muelleri_FLUSv1___g9589.t1	112	3	yes	subclass	Octocorallia	9	3	33.3300	112	0	0	112	0	0	100	5	0	5	0	0	100	0	Dark-Restricted
OG0092235	3	3	392.33	Xenia_sp_CTEAv1___Xe_006065-T1	915	3	yes	order	Alcyonacea	7	3	42.8500	113	0	0	113	0	0	100	4	0	1	3	0	25	75	Light-Restricted
OG0095735	3	1	124.33	Xenia_sp_CTEAv1___Xe_016460-T1	135	3	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
OG0096935	2	2	179.50	Nematostella_vectensis_RRUSv1___NVEC200_011008_1.1	111	2	yes	suborder	NA	37	2	5.4000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
OG0112935	2	2	242.50	Hydra_viridissima_99AUv1___scaffold679.g1.t1	234	2	yes	genus	Hydra	3	2	66.6600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Shared
OG0122035	2	1	191.00	Nematostella_vectensis_RRUSv1___NVEC200_007784_1.1	191	2	yes	tax_id	45351	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0125235	2	2	125.00	Xenia_sp_CTEAv1___Xe_021553-T1	103	2	yes	order	Alcyonacea	7	2	28.5700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
OG0125335	2	2	306.50	Xenia_sp_CTEAv1___Xe_011843-T1	440	2	yes	order	Alcyonacea	7	2	28.5700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
OG0137135	2	1	112.00	Xenia_sp_CTEAv1___Xe_011561-T1	112	2	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0137235	2	1	110.50	Xenia_sp_CTEAv1___Xe_027613-T1	83	2	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0224235	1	1	169.00	Hydra_vulgaris_MIJPv3___XP_047127588.1	169	1	yes	tax_id	6087	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0224335	1	1	515.00	Hydra_vulgaris_MIJPv3___XP_047139091.1	515	1	yes	tax_id	6087	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Shared
OG0258735	1	1	598.00	Nematostella_vectensis_RRUSv1___NVEC200_004736_1.1	598	1	yes	tax_id	45351	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Restricted
OG0258835	1	1	120.00	Nematostella_vectensis_RRUSv1___NVEC200_013560_1.1	120	1	yes	tax_id	45351	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0258935	1	1	37.00	Nematostella_vectensis_RRUSv1___NVEC200_006246_1.1	37	1	yes	tax_id	45351	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0259035	1	1	382.00	Nematostella_vectensis_RRUSv1___NVEC200_014677_1.1	382	1	yes	tax_id	45351	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0304435	1	1	90.00	Stylophora_pistillata_GAJOv1___2897	90	1	yes	tax_id	50429	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0304535	1	1	241.00	Stylophora_pistillata_GAJOv1___13756	241	1	yes	tax_id	50429	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0304635	1	1	628.00	Stylophora_pistillata_GAJOv1___22348	628	1	yes	tax_id	50429	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0304735	1	1	33.00	Stylophora_pistillata_GAJOv1___25456	33	1	yes	tax_id	50429	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0318435	1	1	67.00	Xenia_sp_CTEAv1___Xe_000115-T1	67	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Light-Shared
OG0318535	1	1	107.00	Xenia_sp_CTEAv1___Xe_001866-T1	107	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0318635	1	1	99.00	Xenia_sp_CTEAv1___Xe_003992-T1	99	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0318735	1	1	165.00	Xenia_sp_CTEAv1___Xe_006310-T1	165	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0318835	1	1	114.00	Xenia_sp_CTEAv1___Xe_008055-T1	114	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0318935	1	1	419.00	Xenia_sp_CTEAv1___Xe_009639-T1	419	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319035	1	1	86.00	Xenia_sp_CTEAv1___Xe_011602-T1	86	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319135	1	1	166.00	Xenia_sp_CTEAv1___Xe_014073-T1	166	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319235	1	1	114.00	Xenia_sp_CTEAv1___Xe_016571-T1	114	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319335	1	1	66.00	Xenia_sp_CTEAv1___Xe_018146-T1	66	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319435	1	1	309.00	Xenia_sp_CTEAv1___Xe_020125-T1	309	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319535	1	1	115.00	Xenia_sp_CTEAv1___Xe_022359-T1	115	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319635	1	1	112.00	Xenia_sp_CTEAv1___Xe_024508-T1	112	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0319735	1	1	101.00	Xenia_sp_CTEAv1___Xe_027457-T1	101	1	yes	tax_id	86540	1	1	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0000036	4028	112	1387.49	Montipora_cactus_SLJPv2___sc0000167.g0028.t1	4746	2687	yes	clade	Opisthokonta	129	112	86.8200	0	0	0	0	NA	NA	NA	8	4	4	0	50	50	0	Light-Shared
OG0000136	1941	109	556.79	Pocillopora_damicornis_SIPAv1___00004751-RA	2441	1933	yes	kingdom	Metazoa	127	109	85.8200	2	2	0	0	100	0	0	9	9	0	0	100	0	0	Light-Shared
OG0000236	1376	94	275.16	Pachyseris_speciosa_OIAUv0.12___0.1.m1.44931.m1	512	1265	yes	clade1	Eumetazoa	123	94	76.4200	6	6	0	0	100	0	0	20	18	2	0	90	10	0	Light-Shared
OG0000336	1047	88	472.38	Porites_lobata_NAPFv3___00006611	1825	1026	yes	clade	Opisthokonta	129	88	68.2100	0	0	0	0	NA	NA	NA	32	30	2	0	93.75	6.25	0	Light-Shared
OG0000436	843	119	574.04	Pocillopora_cf_effusa_NAPFv3___00025278	10030	814	yes	clade	Opisthokonta	129	119	92.2400	0	0	0	0	NA	NA	NA	1	1	0	0	100	0	0	Light-Shared
OG0000536	730	118	447.84	Astreopora_myriophthalma_SLJPv2___sc0000010.g0188.t1	2826	725	yes	clade	Opisthokonta	129	118	91.4700	0	0	0	0	NA	NA	NA	2	0	2	0	0	100	0	Light-Shared
OG0000636	636	116	1981.95	Acropora_intermedia_SLJPv1___s0054.g2.t3	14925	617	yes	kingdom	Metazoa	127	116	91.3300	2	2	0	0	100	0	0	2	2	0	0	100	0	0	Light-Shared
OG0000736	563	119	815.08	Dendronephthya_gigantea_SJKRv1___XP_028412713.1	4222	532	yes	clade	Opisthokonta	129	119	92.2400	0	0	0	0	NA	NA	NA	1	1	0	0	100	0	0	Light-Shared
OG0000836	510	118	183.98	Amphimedon_queenslandica_HIAUv1.1___XP_011405251.1	211	420	yes	clade	Opisthokonta	129	118	91.4700	0	0	0	0	NA	NA	NA	2	2	0	0	100	0	0	Light-Shared
