orthogroup_id	no_sequences	no_species	avg_seq_length	representative_seqid	representative_seqid_length	num_representative_hits	is_best_representative_seq	best_strata	best_strata_taxa	best_strata_total_species	best_strata_species_in_OG	best_strata_species_in_OG_proportion_total	non.strata_taxa_in_analysis	non.strata_taxa_expectedHDF_false	non.strata_taxa_expectedHDF_ambiguous	non.strata_taxa_expectedHDF_true	non.strata_taxa_expectedHDF_false_proportion	non.strata_taxa_expectedHDF_ambiguous_proportion	non.strata_taxa_expectedHDF_true_proportion	strata_nonOG_taxa_in_analysis	strata_nonOG_taxa_expectedHDF_false	strata_nonOG_taxa_expectedHDF_ambiguous	strata_nonOG_taxa_expectedHDF_true	strata_nonOG_taxa_expectedHDF_false_proportion	strata_nonOG_taxa_expectedHDF_ambiguous_proportion	strata_nonOG_taxa_expectedHDF_true_proportion	designation
OG0023083	12	12	131.75	Platygyra_sinensis_SDTHv1___evm.model.contig_40540.4	141	12	yes	order	Scleractinia	59	12	20.33	61	0	5	56	0	8.19672	91.8033	47	8	38	1	17.0213	80.8511	2.12766	Dark-Restricted
OG0023098	12	11	214.17	Pachyseris_speciosa_OIAUv0.12___0.1.m1.60259.m1	287	12	yes	order	Scleractinia	59	11	18.64	61	0	3	58	0	4.91803	95.082	48	3	43	2	6.25	89.5833	4.16667	Dark-Restricted
OG0023103	12	7	150.08	Porites_evermanni_NAPFv1___00013245	152	11	yes	order	Scleractinia	59	7	11.86	61	0	61	0	0	100	0	52	4	48	0	7.69231	92.3077	0	Dark-Restricted
OG0023305	12	8	240.25	Platygyra_sinensis_SDTHv1___evm.model.scaffold_23291.7	226	10	yes	order	Scleractinia	59	8	13.55	61	0	2	59	0	3.27869	96.7213	51	4	17	30	7.84314	33.3333	58.8235	Dark-Restricted
OG0023310	12	11	281.42	Porites_lobata_NAPFv3___00025229	188	12	yes	order	Scleractinia	59	11	18.64	61	8	41	12	13.1148	67.2131	19.6721	48	48	0	0	100	0	0	Dark-Restricted
OG0023403	12	12	113.25	Pocillopora_verrucosa_RSSAv1___g9761.t1	131	12	yes	order	Scleractinia	59	12	20.33	61	1	5	55	1.63934	8.19672	90.1639	47	11	36	0	23.4043	76.5957	0	Dark-Restricted
OG0023406	12	10	305.5	Seriatopora_hystrix_REEFv1___4561	315	11	yes	order	Scleractinia	59	10	16.94	61	0	2	59	0	3.27869	96.7213	49	11	7	31	22.449	14.2857	63.2653	Dark-Restricted
OG0023443	12	6	108.5	Pseudodiploria_strigosa_REEFv1___12403	102	11	yes	order	Scleractinia	59	6	10.16	61	0	1	60	0	1.63934	98.3607	53	3	12	38	5.66038	22.6415	71.6981	Dark-Restricted
OG0023450	12	12	107.17	Porites_compressa_KBHIv1___RNAseq.g19806.t1	95	12	yes	order	Scleractinia	59	12	20.33	61	1	5	55	1.63934	8.19672	90.1639	47	14	32	1	29.7872	68.0851	2.12766	Dark-Restricted
OG0024602	12	12	319.17	Porites_rus_NAIDv1___29429_t	347	12	yes	order	Scleractinia	59	12	20.33	61	1	58	2	1.63934	95.082	3.27869	47	14	33	0	29.7872	70.2128	0	Dark-Restricted
OG0024702	12	12	157	Porites_lobata_NAPFv3___00031215	186	12	yes	order	Scleractinia	59	12	20.33	61	0	46	15	0	75.4098	24.5902	47	4	43	0	8.51064	91.4894	0	Dark-Restricted
OG0024703	12	11	94.5	Porites_lutea_OIAUv1.1___m8.20104.m1	148	10	yes	order	Scleractinia	59	11	18.64	61	0	5	56	0	8.19672	91.8033	48	5	42	1	10.4167	87.5	2.08333	Dark-Restricted
OG0024764	12	6	126.25	Stylophora_pistillata_GAJOv1___17938	230	12	yes	order	Scleractinia	59	6	10.16	61	0	2	59	0	3.27869	96.7213	53	4	16	33	7.54717	30.1887	62.2642	Dark-Restricted
OG0024769	12	10	1160.67	Stylophora_pistillata_GAJOv1___15885	1511	12	yes	order	Scleractinia	59	10	16.94	61	2	30	29	3.27869	49.1803	47.541	49	25	24	0	51.0204	48.9796	0	Dark-Restricted
OG0024926	11	11	124.82	Seriatopora_hystrix_REEFv1___93013	129	11	yes	order	Scleractinia	59	11	18.64	61	2	4	55	3.27869	6.55738	90.1639	48	22	26	0	45.8333	54.1667	0	Dark-Restricted
OG0024927	11	6	101.09	Porites_astreoides_BBBMv1___49855-RA	118	11	yes	order	Scleractinia	59	6	10.16	61	0	6	55	0	9.83607	90.1639	53	15	38	0	28.3019	71.6981	0	Dark-Restricted
OG0024932	11	11	132.45	Montipora_efflorescens_SLJPv2___sc0000004.g0070.t1	123	11	yes	order	Scleractinia	59	11	18.64	61	3	9	49	4.91803	14.7541	80.3279	48	45	3	0	93.75	6.25	0	Dark-Restricted
OG0024944	11	9	80	Platygyra_sinensis_SDTHv1___evm.model.contig_16134.3	166	11	yes	order	Scleractinia	59	9	15.25	61	2	4	55	3.27869	6.55738	90.1639	50	32	18	0	64	36	0	Dark-Restricted
OG0025185	11	11	287.45	Pocillopora_damicornis_SIPAv1___00007496-RA	488	5	yes	order	Scleractinia	59	11	18.64	61	0	8	53	0	13.1148	86.8852	48	6	42	0	12.5	87.5	0	Dark-Restricted
OG0025200	11	10	138.91	Seriatopora_hystrix_REEFv1___47183	127	11	yes	order	Scleractinia	59	10	16.94	61	0	2	59	0	3.27869	96.7213	49	10	15	24	20.4082	30.6122	48.9796	Dark-Restricted
OG0025605	11	7	141.55	Platygyra_carnosus_REEFv1___48188	158	10	yes	order	Scleractinia	59	7	11.86	61	3	10	48	4.91803	16.3934	78.6885	52	5	47	0	9.61538	90.3846	0	Dark-Restricted
OG0025608	11	6	95.36	Platygyra_sinensis_SDTHv1___evm.model.contig_14371.5	82	11	yes	order	Scleractinia	59	6	10.16	61	0	5	56	0	8.19672	91.8033	53	3	48	2	5.66038	90.566	3.77358	Dark-Restricted
OG0025609	11	11	91	Pocillopora_acuta_KBHIv2___RNAseq.g1221.t1	83	11	yes	order	Scleractinia	59	11	18.64	61	0	12	49	0	19.6721	80.3279	48	1	47	0	2.08333	97.9167	0	Dark-Restricted
OG0025632	11	7	87.27	Pocillopora_verrucosa_RSSAv1___g16096.t1	85	6	yes	order	Scleractinia	59	7	11.86	61	3	58	0	4.91803	95.082	0	52	43	9	0	82.6923	17.3077	0	Dark-Restricted
OG0025644	11	10	125.64	Pocillopora_verrucosa_RSSAv1___g721.t1	135	11	yes	order	Scleractinia	59	10	16.94	61	2	10	49	3.27869	16.3934	80.3279	49	17	32	0	34.6939	65.3061	0	Dark-Restricted
OG0025645	11	11	85.45	Porites_compressa_KBHIv1___RNAseq.g32685.t1	115	10	yes	order	Scleractinia	59	11	18.64	61	0	61	0	0	100	0	48	4	44	0	8.33333	91.6667	0	Dark-Restricted
OG0025652	11	10	175.64	Pocillopora_meandrina_KBHIv1___RNAseq.g20507.t1	246	11	yes	order	Scleractinia	59	10	16.94	61	0	12	49	0	19.6721	80.3279	49	5	44	0	10.2041	89.7959	0	Dark-Restricted
OG0025653	11	10	121.36	Montastraea_cavernosa_REEFv1___17960	120	11	yes	order	Scleractinia	59	10	16.94	61	2	4	55	3.27869	6.55738	90.1639	49	19	30	0	38.7755	61.2245	0	Dark-Restricted
OG0027323	11	7	130.27	Porites_compressa_KBHIv1___RNAseq.g4369.t1	125	11	yes	order	Scleractinia	59	7	11.86	61	1	51	9	1.63934	83.6066	14.7541	52	17	35	0	32.6923	67.3077	0	Dark-Restricted
OG0027329	11	8	121.09	Stylophora_pistillata_GAJOv1___19824	158	11	yes	order	Scleractinia	59	8	13.55	61	0	1	60	0	1.63934	98.3607	51	4	8	39	7.84314	15.6863	76.4706	Dark-Restricted
OG0027470	11	10	122.55	Pocillopora_acuta_KBHIv2___RNAseq.g8688.t1	137	11	yes	order	Scleractinia	59	10	16.94	61	0	6	55	0	9.83607	90.1639	49	3	46	0	6.12245	93.8776	0	Dark-Restricted
OG0027471	11	7	178.09	Pocillopora_meandrina_KBHIv1___RNAseq.g14581.t1	183	5	yes	order	Scleractinia	59	7	11.86	61	12	49	0	19.6721	80.3279	0	52	52	0	0	100	0	0	Dark-Restricted
OG0027479	11	5	150.36	Porites_lutea_OIAUv1.1___m8.3095.m1	276	11	yes	order	Scleractinia	59	5	8.47	61	0	0	61	0	0	100	54	2	5	47	3.7037	9.25926	87.037	Dark-Restricted
OG0027682	10	10	68.2	Porites_australiensis_SLJPv1___s0265.g10.t1	70	10	yes	order	Scleractinia	59	10	16.94	61	0	5	56	0	8.19672	91.8033	49	13	35	1	26.5306	71.4286	2.04082	Dark-Restricted
OG0027687	10	9	185	Acropora_intermedia_SLJPv1___s0011.g91.t1	240	10	yes	order	Scleractinia	59	9	15.25	61	0	61	0	0	100	0	50	16	34	0	32	68	0	Dark-Restricted
OG0027695	10	10	73	Montastrea_cavernosa_FGUSv2___15785-RA	118	10	yes	order	Scleractinia	59	10	16.94	61	3	5	53	4.91803	8.19672	86.8852	49	46	3	0	93.8776	6.12245	0	Dark-Restricted
OG0027704	10	8	118.9	Pachyseris_speciosa_OIAUv0.12___0.1.m1.39819.m1	111	10	yes	order	Scleractinia	59	8	13.55	61	1	5	55	1.63934	8.19672	90.1639	51	9	41	1	17.6471	80.3922	1.96078	Dark-Restricted
OG0027712	10	8	95.2	Pocillopora_meandrina_KBHIv1___RNAseq.g12574.t1	83	10	yes	order	Scleractinia	59	8	13.55	61	6	6	49	9.83607	9.83607	80.3279	51	51	0	0	100	0	0	Dark-Restricted
OG0027713	10	9	125.8	Montipora_efflorescens_SLJPv2___sc0000126.g0002.t1	118	10	yes	order	Scleractinia	59	9	15.25	61	3	9	49	4.91803	14.7541	80.3279	50	47	3	0	94	6	0	Dark-Restricted
OG0027725	10	9	79	Galaxea_fascicularis_REEFv1___m1.7974.m1	79	10	yes	order	Scleractinia	59	9	15.25	61	1	4	56	1.63934	6.55738	91.8033	50	13	36	1	26	72	2	Dark-Restricted
OG0027994	10	10	236.1	Porites_rus_NAIDv1___20989_t	226	10	yes	order	Scleractinia	59	10	16.94	61	2	54	5	3.27869	88.5246	8.19672	49	24	25	0	48.9796	51.0204	0	Dark-Restricted
OG0027996	10	9	229.2	Pocillopora_damicornis_SIPAv1___00010228-RA	246	10	yes	order	Scleractinia	59	9	15.25	61	12	49	0	19.6721	80.3279	0	50	50	0	0	100	0	0	Dark-Restricted
OG0028006	10	8	149.9	Porites_australiensis_SLJPv1___s0018.g74.t2	180	9	yes	order	Scleractinia	59	8	13.55	61	2	59	0	3.27869	96.7213	0	51	43	8	0	84.3137	15.6863	0	Dark-Restricted
OG0028010	10	7	227.9	Porites_lobata_REEFv1___7826	250	8	yes	order	Scleractinia	59	7	11.86	61	0	61	0	0	100	0	52	4	48	0	7.69231	92.3077	0	Dark-Restricted
OG0028364	10	6	180.9	Ctenactis_echinata_NAJPv1___GDZV01000375.1.p1	188	6	yes	order	Scleractinia	59	6	10.16	61	0	5	56	0	8.19672	91.8033	53	0	52	1	0	98.1132	1.88679	Dark-Restricted
OG0028367	10	8	192.8	Pseudodiploria_strigosa_REEFv1___41	191	10	yes	order	Scleractinia	59	8	13.55	61	0	6	55	0	9.83607	90.1639	51	0	51	0	0	100	0	Dark-Restricted
OG0028547	10	6	126.3	Pseudodiploria_strigosa_REEFv1___20962	129	10	yes	order	Scleractinia	59	6	10.16	61	0	61	0	0	100	0	53	5	48	0	9.43396	90.566	0	Dark-Restricted
OG0028550	10	5	163.9	Montastrea_cavernosa_FGUSv2___09523-RA	186	10	yes	order	Scleractinia	59	5	8.47	61	0	12	49	0	19.6721	80.3279	54	8	46	0	14.8148	85.1852	0	Dark-Restricted
OG0028553	10	9	287.7	Porites_australiensis_SLJPv1___s0345.g22.t1	310	6	yes	order	Scleractinia	59	9	15.25	61	61	0	0	100	0	0	50	50	0	0	100	0	0	Dark-Restricted
OG0028562	10	7	77	Pocillopora_meandrina_KBHIv1___RNAseq.g12183.t1	73	10	yes	order	Scleractinia	59	7	11.86	61	0	61	0	0	100	0	52	3	49	0	5.76923	94.2308	0	Dark-Restricted
OG0028563	10	9	98.2	Fungia_spp_REEFv1___m4.11562.m1	91	10	yes	order	Scleractinia	59	9	15.25	61	0	6	55	0	9.83607	90.1639	50	12	38	0	24	76	0	Dark-Restricted
OG0028564	10	10	91.5	Pseudodiploria_strigosa_REEFv1___25003	133	10	yes	order	Scleractinia	59	10	16.94	61	1	2	58	1.63934	3.27869	95.082	49	12	23	14	24.4898	46.9388	28.5714	Dark-Restricted
OG0028567	10	10	143.6	Pocillopora_meandrina_KBHIv1___RNAseq.g19812.t1	146	10	yes	order	Scleractinia	59	10	16.94	61	6	6	49	9.83607	9.83607	80.3279	49	49	0	0	100	0	0	Dark-Restricted
OG0028570	10	7	160	Porites_astreoides_BBBMv1___31781-RA	72	10	yes	order	Scleractinia	59	7	11.86	61	0	12	49	0	19.6721	80.3279	52	4	48	0	7.69231	92.3077	0	Dark-Restricted
OG0028572	10	3	108.2	Montipora_cactus_SLJPv2___sc0001229.g0002.t1	116	10	yes	order	Scleractinia	59	3	5.08	61	0	3	58	0	4.91803	95.082	56	5	48	3	8.92857	85.7143	5.35714	Dark-Restricted
OG0028574	10	10	787.6	Porites_lobata_NAPFv3___00014753	1201	10	yes	order	Scleractinia	59	10	16.94	61	0	61	0	0	100	0	49	1	48	0	2.04082	97.9592	0	Dark-Restricted
OG0030949	10	10	225.5	Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript19813_f2p0_1256_m.341	224	10	yes	order	Scleractinia	59	10	16.94	61	1	11	49	1.63934	18.0328	80.3279	49	14	35	0	28.5714	71.4286	0	Dark-Restricted
OG0030961	10	10	122.6	Seriatopora_hystrix_REEFv1___83066	104	9	yes	order	Scleractinia	59	10	16.94	61	3	58	0	4.91803	95.082	0	49	32	17	0	65.3061	34.6939	0	Dark-Restricted
OG0031188	10	4	311.1	Porites_australiensis_SLJPv1___s0444.g13.t1	128	8	yes	order	Scleractinia	59	4	6.77	61	2	10	49	3.27869	16.3934	80.3279	55	53	2	0	96.3636	3.63636	0	Dark-Restricted
OG0031266	10	4	157.8	Pocillopora_acuta_LBIDv1___TCONS_00046228.p1	159	10	yes	order	Scleractinia	59	4	6.77	61	5	7	49	8.19672	11.4754	80.3279	55	53	2	0	96.3636	3.63636	0	Dark-Restricted
OG0031475	9	9	104.22	Porites_australiensis_SLJPv1___s0023.g27.t1	88	9	yes	order	Scleractinia	59	9	15.25	61	6	6	49	9.83607	9.83607	80.3279	50	49	1	0	98	2	0	Dark-Restricted
OG0031511	9	8	80	Porites_compressa_KBHIv1___RNAseq.g4941.t1	77	9	yes	order	Scleractinia	59	8	13.55	61	0	2	59	0	3.27869	96.7213	51	9	40	2	17.6471	78.4314	3.92157	Dark-Restricted
OG0031518	9	6	126.11	Acropora_awi_SLJPv1___s0055.g12.t1	92	9	yes	order	Scleractinia	59	6	10.16	61	0	6	55	0	9.83607	90.1639	53	21	32	0	39.6226	60.3774	0	Dark-Restricted
OG0031543	9	8	93.67	Goniastrea_aspera_REEFv1___m1b.24653.m1	129	9	yes	order	Scleractinia	59	8	13.55	61	6	6	49	9.83607	9.83607	80.3279	51	50	1	0	98.0392	1.96078	0	Dark-Restricted
OG0031577	9	8	138.44	Porites_rus_NAIDv1___25606_t	154	9	yes	order	Scleractinia	59	8	13.55	61	2	10	49	3.27869	16.3934	80.3279	51	45	6	0	88.2353	11.7647	0	Dark-Restricted
OG0031583	9	6	118.11	Montipora_cactus_SLJPv2___sc0000152.g0044.t1	158	9	yes	order	Scleractinia	59	6	10.16	61	0	12	49	0	19.6721	80.3279	53	29	24	0	54.717	45.283	0	Dark-Restricted
OG0031850	9	9	100.56	Stylophora_pistillata_GAJOv1___13570	104	8	yes	order	Scleractinia	59	9	15.25	61	0	50	11	0	81.9672	18.0328	50	5	45	0	10	90	0	Dark-Restricted
OG0031873	9	9	135.89	Porites_lutea_OIAUv1.1___m8.19600.m1	136	9	yes	order	Scleractinia	59	9	15.25	61	0	61	0	0	100	0	50	3	47	0	6	94	0	Dark-Restricted
OG0032250	9	7	97.33	Porites_evermanni_NAPFv1___00026852	117	9	yes	order	Scleractinia	59	7	11.86	61	0	55	6	0	90.1639	9.83607	52	5	47	0	9.61538	90.3846	0	Dark-Restricted
OG0032253	9	5	309.11	Orbicella_faveolata_NAPAv1___XP_020631321.1	591	9	yes	order	Scleractinia	59	5	8.47	61	0	61	0	0	100	0	54	1	53	0	1.85185	98.1481	0	Dark-Restricted
OG0032285	9	7	163.67	Pseudodiploria_strigosa_REEFv1___26139	205	9	yes	order	Scleractinia	59	7	11.86	61	3	42	16	4.91803	68.8525	26.2295	52	46	6	0	88.4615	11.5385	0	Dark-Restricted
OG0032429	9	6	208.22	Platygyra_carnosus_REEFv1___49543	113	5	yes	order	Scleractinia	59	6	10.16	61	12	49	0	19.6721	80.3279	0	53	53	0	0	100	0	0	Dark-Restricted
OG0032456	9	9	343.33	Porites_rus_NAIDv1___35271_t	344	9	yes	order	Scleractinia	59	9	15.25	61	1	60	0	1.63934	98.3607	0	50	16	34	0	32	68	0	Dark-Restricted
OG0032459	9	3	142.56	Montastraea_cavernosa_REEFv1___98866	138	8	yes	order	Scleractinia	59	3	5.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dark-Restricted
OG0032460	9	6	202	Platygyra_sinensis_SDTHv1___evm.model.contig_42526.3	238	9	yes	order	Scleractinia	59	6	10.16	61	0	0	61	0	0	100	53	2	8	43	3.77358	15.0943	81.1321	Dark-Restricted
OG0032465	9	6	217.11	Montastraea_cavernosa_REEFv1___36598	258	9	yes	order	Scleractinia	59	6	10.16	61	1	12	48	1.63934	19.6721	78.6885	53	12	41	0	22.6415	77.3585	0	Dark-Restricted
OG0032472	9	6	147.22	Goniastrea_aspera_REEFv1___m1b.15042.m1	120	9	yes	order	Scleractinia	59	6	10.16	61	6	53	2	9.83607	86.8852	3.27869	53	53	0	0	100	0	0	Dark-Restricted
OG0032475	9	8	83.89	Stylophora_pistillata_GAJOv1___8274	82	9	yes	order	Scleractinia	59	8	13.55	61	0	5	56	0	8.19672	91.8033	51	8	40	3	15.6863	78.4314	5.88235	Dark-Restricted
OG0032477	9	8	99.44	Porites_lobata_NAPFv3___00047507	99	7	yes	order	Scleractinia	59	8	13.55	61	0	5	56	0	8.19672	91.8033	51	5	45	1	9.80392	88.2353	1.96078	Dark-Restricted
OG0032495	9	8	112	Pocillopora_meandrina_KBHIv1___TS.g25752.t1	141	6	yes	order	Scleractinia	59	8	13.55	61	0	14	47	0	22.9508	77.0492	51	3	38	10	5.88235	74.5098	19.6078	Dark-Restricted
OG0035888	9	7	208.22	Porites_compressa_KBHIv1___TS.g5456.t1	233	9	yes	order	Scleractinia	59	7	11.86	61	1	49	11	1.63934	80.3279	18.0328	52	14	38	0	26.9231	73.0769	0	Dark-Restricted
OG0035898	9	9	112.56	Pseudodiploria_strigosa_REEFv1___27406	106	9	yes	order	Scleractinia	59	9	15.25	61	0	12	49	0	19.6721	80.3279	50	10	40	0	20	80	0	Dark-Restricted
OG0036305	9	9	88.44	Pseudodiploria_strigosa_REEFv1___4802	110	9	yes	order	Scleractinia	59	9	15.25	61	2	4	55	3.27869	6.55738	90.1639	50	26	24	0	52	48	0	Dark-Restricted
OG0036314	9	5	164	Porites_lobata_NAPFv3___00022334	313	9	yes	order	Scleractinia	59	5	8.47	61	0	61	0	0	100	0	54	5	49	0	9.25926	90.7407	0	Dark-Restricted
OG0036426	9	5	273.56	Pocillopora_verrucosa_RSSAv1___g9500.t1	462	9	yes	order	Scleractinia	59	5	8.47	61	0	3	58	0	4.91803	95.082	54	4	36	14	7.40741	66.6667	25.9259	Dark-Restricted
OG0036687	8	4	132.12	Porites_compressa_KBHIv1___RNAseq.g22258.t1	154	8	yes	order	Scleractinia	59	4	6.77	61	0	61	0	0	100	0	55	7	48	0	12.7273	87.2727	0	Dark-Restricted
OG0036693	8	8	132	Montipora_capitata_KBHIv3___TS.g38055.t1c	153	8	yes	order	Scleractinia	59	8	13.55	61	0	59	2	0	96.7213	3.27869	51	2	49	0	3.92157	96.0784	0	Dark-Restricted
OG0036703	8	5	155.75	Montipora_capitata_KBHIv3___RNAseq.g48878.t1	235	8	yes	order	Scleractinia	59	5	8.47	61	0	61	0	0	100	0	54	3	51	0	5.55556	94.4444	0	Dark-Restricted
OG0036706	8	7	112.75	Dipsastraea_lizardensis_NAJPv1___GDZU01004481.1.p1	182	8	yes	order	Scleractinia	59	7	11.86	61	2	8	51	3.27869	13.1148	83.6066	52	28	24	0	53.8462	46.1538	0	Dark-Restricted
OG0036721	8	5	109.5	Porites_lobata_REEFv1___15663	112	8	yes	order	Scleractinia	59	5	8.47	61	2	4	55	3.27869	6.55738	90.1639	54	45	9	0	83.3333	16.6667	0	Dark-Restricted
OG0036730	8	8	160.75	Porites_australiensis_SLJPv1___s1152.g4.t1	192	8	yes	order	Scleractinia	59	8	13.55	61	1	11	49	1.63934	18.0328	80.3279	51	14	37	0	27.451	72.549	0	Dark-Restricted
OG0036740	8	4	120	Goniastrea_aspera_REEFv1___m1b.7441.m1	135	8	yes	order	Scleractinia	59	4	6.77	61	6	6	49	9.83607	9.83607	80.3279	55	55	0	0	100	0	0	Dark-Restricted
OG0036753	8	7	117.88	Porites_australiensis_SLJPv1___s1190.g1.t1	126	5	yes	order	Scleractinia	59	7	11.86	61	0	55	6	0	90.1639	9.83607	52	11	41	0	21.1538	78.8462	0	Dark-Restricted
OG0036764	8	7	206.38	Montastraea_cavernosa_REEFv1___42172	233	8	yes	order	Scleractinia	59	7	11.86	61	5	8	48	8.19672	13.1148	78.6885	52	51	1	0	98.0769	1.92308	0	Dark-Restricted
OG0036768	8	8	209.38	Porites_australiensis_SLJPv1___s0195.g25.t1	225	8	yes	order	Scleractinia	59	8	13.55	61	1	51	9	1.63934	83.6066	14.7541	51	16	35	0	31.3725	68.6275	0	Dark-Restricted
OG0036770	8	6	124.5	Montipora_capitata_WTHIv1.1___g18842.t1	112	8	yes	order	Scleractinia	59	6	10.16	61	6	55	0	9.83607	90.1639	0	53	53	0	0	100	0	0	Dark-Restricted
OG0036771	8	8	114.12	Porites_lobata_NAPFv3___00010137	174	8	yes	order	Scleractinia	59	8	13.55	61	0	61	0	0	100	0	51	5	46	0	9.80392	90.1961	0	Dark-Restricted
OG0037114	8	4	427.62	Porites_compressa_KBHIv1___RNAseq.g16280.t1	499	8	yes	order	Scleractinia	59	4	6.77	61	0	61	0	0	100	0	55	6	49	0	10.9091	89.0909	0	Dark-Restricted
OG0037117	8	6	233.38	Platygyra_sinensis_SDTHv1___evm.model.contig_16733.7	357	7	yes	order	Scleractinia	59	6	10.16	61	0	12	49	0	19.6721	80.3279	53	3	50	0	5.66038	94.3396	0	Dark-Restricted
OG0037119	8	5	497.25	Astreopora_myriophthalma_SLJPv2___sc0000288.g0009.t1	1609	8	yes	order	Scleractinia	59	5	8.47	61	6	6	49	9.83607	9.83607	80.3279	54	54	0	0	100	0	0	Dark-Restricted
OG0037126	8	6	330.38	Porites_compressa_KBHIv1___RNAseq.g38650.t1	148	5	yes	order	Scleractinia	59	6	10.16	61	0	3	58	0	4.91803	95.082	53	11	40	2	20.7547	75.4717	3.77358	Dark-Restricted
OG0037127	8	8	132.38	Pocillopora_verrucosa_XSCSv1___transcript_HQ_E1_1_transcript21809_f2p0_1072_m.703	158	7	yes	order	Scleractinia	59	8	13.55	61	2	4	55	3.27869	6.55738	90.1639	51	16	35	0	31.3725	68.6275	0	Dark-Restricted
OG0037130	8	5	117.75	Porites_lutea_OIAUv1.1___m8.10171.m1	138	8	yes	order	Scleractinia	59	5	8.47	61	0	21	40	0	34.4262	65.5738	54	3	51	0	5.55556	94.4444	0	Dark-Restricted
OG0037136	8	6	138.88	Porites_compressa_KBHIv1___RNAseq.g2513.t1	162	8	yes	order	Scleractinia	59	6	10.16	61	0	45	16	0	73.7705	26.2295	53	2	51	0	3.77358	96.2264	0	Dark-Restricted
OG0037149	8	8	345.12	Pachyseris_speciosa_OIAUv0.12___0.1.m1.23371.m1	402	8	yes	order	Scleractinia	59	8	13.55	61	0	0	61	0	0	100	51	0	6	45	0	11.7647	88.2353	Dark-Restricted
OG0037153	8	8	168.38	Porites_australiensis_SLJPv1___s0166.g29.t1	155	8	yes	order	Scleractinia	59	8	13.55	61	2	36	23	3.27869	59.0164	37.7049	51	27	24	0	52.9412	47.0588	0	Dark-Restricted
OG0037158	8	8	171.5	Seriatopora_hystrix_REEFv1___41040	158	5	yes	order	Scleractinia	59	8	13.55	61	2	4	55	3.27869	6.55738	90.1639	51	19	32	0	37.2549	62.7451	0	Dark-Restricted
OG0037160	8	7	259.12	Porites_lobata_NAPFv3___00013453	288	8	yes	order	Scleractinia	59	7	11.86	61	0	61	0	0	100	0	52	5	47	0	9.61538	90.3846	0	Dark-Restricted
OG0037161	8	6	180.25	Platygyra_sinensis_SDTHv1___evm.model.contig_71856.1	123	5	yes	order	Scleractinia	59	6	10.16	61	0	61	0	0	100	0	53	0	53	0	0	100	0	Dark-Restricted
OG0037164	8	7	159.38	Porites_rus_NAIDv1___34557_t	219	8	yes	order	Scleractinia	59	7	11.86	61	0	15	46	0	24.5902	75.4098	52	2	50	0	3.84615	96.1538	0	Dark-Restricted
OG0037676	8	6	142	Fungia_scutaria_REEFv1___60567	183	7	yes	order	Scleractinia	59	6	10.16	61	0	1	60	0	1.63934	98.3607	53	4	14	35	7.54717	26.4151	66.0377	Dark-Restricted
OG0037680	8	5	277.38	Platygyra_sinensis_SDTHv1___evm.model.contig_46134.2	427	5	yes	order	Scleractinia	59	5	8.47	61	0	0	61	0	0	100	54	2	4	48	3.7037	7.40741	88.8889	Dark-Restricted
OG0037822	8	8	190.38	Pocillopora_acuta_LBIDv1___TCONS_00021374.p1	225	8	yes	order	Scleractinia	59	8	13.55	61	2	10	49	3.27869	16.3934	80.3279	51	18	33	0	35.2941	64.7059	0	Dark-Restricted
OG0037835	8	7	193.75	Pseudodiploria_strigosa_REEFv1___2595	171	5	yes	order	Scleractinia	59	7	11.86	61	2	57	2	3.27869	93.4426	3.27869	52	21	31	0	40.3846	59.6154	0	Dark-Restricted
OG0037850	8	6	158.38	Platygyra_sinensis_SDTHv1___evm.model.contig_15970.3	194	8	yes	order	Scleractinia	59	6	10.16	61	5	6	50	8.19672	9.83607	81.9672	53	50	3	0	94.3396	5.66038	0	Dark-Restricted
OG0037854	8	6	488.12	Platygyra_sinensis_SDTHv1___evm.model.scaffold_66482.4	884	8	yes	order	Scleractinia	59	6	10.16	61	0	61	0	0	100	0	53	3	50	0	5.66038	94.3396	0	Dark-Restricted
OG0037857	8	6	132.5	Platygyra_sinensis_SDTHv1___evm.model.contig_90552.1	203	6	yes	order	Scleractinia	59	6	10.16	61	0	0	61	0	0	100	53	2	4	47	3.77358	7.54717	88.6792	Dark-Restricted
OG0037859	8	8	132.38	Pocillopora_acuta_KBHIv2___RNAseq.g26879.t1	127	8	yes	order	Scleractinia	59	8	13.55	61	2	4	55	3.27869	6.55738	90.1639	51	15	36	0	29.4118	70.5882	0	Dark-Restricted
OG0037872	8	8	111.88	Pocillopora_acuta_KBHIv2___TS.g12958.t1	185	7	yes	order	Scleractinia	59	8	13.55	61	0	61	0	0	100	0	51	3	48	0	5.88235	94.1176	0	Dark-Restricted
OG0037877	8	8	93.5	Pocillopora_verrucosa_RSSAv1___g9059.t1	94	8	yes	order	Scleractinia	59	8	13.55	61	6	7	48	9.83607	11.4754	78.6885	51	51	0	0	100	0	0	Dark-Restricted
OG0037879	8	5	155.5	Platygyra_sinensis_SDTHv1___evm.model.contig_66072.1	156	8	yes	order	Scleractinia	59	5	8.47	61	0	12	49	0	19.6721	80.3279	54	3	51	0	5.55556	94.4444	0	Dark-Restricted
